tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,genres,averageRating,numVotes,sortedTitle,imdb_url
tt0094531,tvSeries,A Pup Named Scooby-Doo,A Pup Named Scooby-Doo,0,1988,1991,Animation Comedy Family,6.8,4735,A Pup Named Scooby-Doo (1988–1991),https://www.imdb.com/title/tt0094531/
tt0110917,movie,A Pure Formality,Una pura formalità,0,1994,\N,Crime Drama Thriller,7.7,10667,A Pure Formality (1994),https://www.imdb.com/title/tt0110917/
tt2392830,movie,A Quiet Passion,A Quiet Passion,0,2016,\N,Biography Drama,6.5,5289,A Quiet Passion (2016),https://www.imdb.com/title/tt2392830/
tt6644200,movie,A Quiet Place,A Quiet Place,0,2018,\N,Drama Horror Sci-Fi,7.5,419027,A Quiet Place (2018),https://www.imdb.com/title/tt6644200/
tt0084873,movie,A Railway Station for Two,Vokzal dlya dvoikh,0,1983,\N,Comedy Drama Romance,7.9,3001,A Railway Station for Two (1983),https://www.imdb.com/title/tt0084873/
tt7139936,movie,A Rainy Day in New York,A Rainy Day in New York,0,2019,\N,Comedy Romance,6.5,33698,A Rainy Day in New York (2019),https://www.imdb.com/title/tt7139936/
tt0055353,movie,A Raisin in the Sun,A Raisin in the Sun,0,1961,\N,Drama,8.0,7374,A Raisin in the Sun (1961),https://www.imdb.com/title/tt0055353/
tt0105265,movie,A River Runs Through It,A River Runs Through It,0,1992,\N,Drama,7.2,54537,A River Runs Through It (1992),https://www.imdb.com/title/tt0105265/
tt0202559,movie,A Room for Romeo Brass,A Room for Romeo Brass,0,1999,\N,Comedy Drama,7.6,5495,A Room for Romeo Brass (1999),https://www.imdb.com/title/tt0202559/
tt0091867,movie,A Room with a View,A Room with a View,0,1985,\N,Drama Romance,7.3,40550,A Room with a View (1985),https://www.imdb.com/title/tt0091867/
tt1276419,movie,A Royal Affair,En kongelig affære,0,2012,\N,Biography Drama History,7.5,44993,A Royal Affair (2012),https://www.imdb.com/title/tt1276419/
tt2838678,tvMovie,A Royal Christmas,A Royal Christmas,0,2014,\N,Comedy Family Romance,6.6,4039,A Royal Christmas (2014– ),https://www.imdb.com/title/tt2838678/
tt1837562,movie,A Royal Night Out,A Royal Night Out,0,2015,\N,Comedy Drama Romance,6.5,9463,A Royal Night Out (2015),https://www.imdb.com/title/tt1837562/
tt6387232,tvMovie,A Royal Winter,A Royal Winter,0,2017,\N,Drama Family Fantasy,6.5,2680,A Royal Winter (2017– ),https://www.imdb.com/title/tt6387232/
tt0254463,movie,A Run for Money,Kaç Para Kaç,0,1999,\N,Drama,7.5,3344,A Run for Money (1999),https://www.imdb.com/title/tt0254463/
tt0405296,movie,A Scanner Darkly,A Scanner Darkly,0,2006,\N,Animation Crime Drama,7.1,107449,A Scanner Darkly (2006),https://www.imdb.com/title/tt0405296/
tt0103704,movie,A Scene at the Sea,"Ano natsu, ichiban shizukana umi",0,1991,\N,Comedy Drama Romance,7.5,5290,A Scene at the Sea (1991),https://www.imdb.com/title/tt0103704/
tt3305316,movie,A Second Chance,En chance til,0,2014,\N,Drama Thriller,6.8,5925,A Second Chance (2014),https://www.imdb.com/title/tt3305316/
tt0490234,movie,A Secret,Un secret,0,2007,\N,Drama War,6.8,2982,A Secret (2007),https://www.imdb.com/title/tt0490234/
tt3260524,movie,A Secret Love,A Secret Love,0,2020,\N,Documentary Drama,7.9,3597,A Secret Love (2020),https://www.imdb.com/title/tt3260524/
tt0118020,movie,A Self-Made Hero,Un héros très discret,0,1996,\N,Comedy Drama,7.2,2711,A Self-Made Hero (1996),https://www.imdb.com/title/tt0118020/
tt1832382,movie,A Separation,Jodaeiye Nader az Simin,0,2011,\N,Drama,8.3,224792,A Separation (2011),https://www.imdb.com/title/tt1832382/
tt0339291,movie,A Series of Unfortunate Events,A Series of Unfortunate Events,0,2004,\N,Adventure Comedy Family,6.8,198233,A Series of Unfortunate Events (2004),https://www.imdb.com/title/tt0339291/
tt4834206,tvSeries,A Series of Unfortunate Events,A Series of Unfortunate Events,0,2017,2019,Adventure Comedy Drama,7.8,54767,A Series of Unfortunate Events (2017–2019),https://www.imdb.com/title/tt4834206/
tt1019452,movie,A Serious Man,A Serious Man,0,2009,\N,Comedy Drama,7.1,135726,A Serious Man (2009),https://www.imdb.com/title/tt1019452/
tt6193408,movie,A Shaun the Sheep Movie: Farmageddon,A Shaun the Sheep Movie: Farmageddon,0,2019,\N,Adventure Animation Comedy,6.8,11566,A Shaun the Sheep Movie: Farmageddon (2019),https://www.imdb.com/title/tt6193408/
tt0100602,movie,A Shock to the System,A Shock to the System,0,1990,\N,Comedy Crime Thriller,6.7,4407,A Shock to the System (1990),https://www.imdb.com/title/tt0100602/
tt0095468,movie,A Short Film About Killing,Krótki film o zabijaniu,0,1988,\N,Crime Drama,8.1,18049,A Short Film About Killing (1988),https://www.imdb.com/title/tt0095468/
tt0095467,movie,A Short Film About Love,Krótki film o milosci,0,1988,\N,Drama Romance,8.2,20545,A Short Film About Love (1988),https://www.imdb.com/title/tt0095467/
tt0058586,movie,A Shot in the Dark,A Shot in the Dark,0,1964,\N,Comedy Mystery,7.5,26317,A Shot in the Dark (1964),https://www.imdb.com/title/tt0058586/
tt5323662,movie,A Silent Voice: The Movie,Koe no katachi,0,2016,\N,Animation Drama Family,8.2,53807,A Silent Voice: The Movie (2016),https://www.imdb.com/title/tt5323662/
tt7040874,movie,A Simple Favor,A Simple Favor,0,2018,\N,Comedy Crime Mystery,6.8,133019,A Simple Favor (2018),https://www.imdb.com/title/tt7040874/
tt2008006,movie,A Simple Life,Tou ze,0,2011,\N,Drama,7.6,5401,A Simple Life (2011),https://www.imdb.com/title/tt2008006/
tt13085546,tvSeries,A Simple Murder,A Simple Murder,0,2020,\N,Action Comedy Crime,6.8,2973,A Simple Murder (2020– ),https://www.imdb.com/title/tt13085546/
tt0120324,movie,A Simple Plan,A Simple Plan,0,1998,\N,Crime Drama Thriller,7.5,65061,A Simple Plan (1998),https://www.imdb.com/title/tt0120324/
tt1315981,movie,A Single Man,A Single Man,0,2009,\N,Drama Romance,7.5,107228,A Single Man (2009),https://www.imdb.com/title/tt1315981/
tt3142872,movie,A Small September Affair,Bi Küçük Eylül Meselesi,0,2014,\N,Drama Mystery Romance,7.2,9429,A Small September Affair (2014),https://www.imdb.com/title/tt3142872/
tt0330904,movie,A Snake of June,Rokugatsu no hebi,0,2002,\N,Drama Horror Mystery,6.9,4305,A Snake of June (2002),https://www.imdb.com/title/tt0330904/
tt0088146,movie,A Soldier's Story,A Soldier's Story,0,1984,\N,Crime Drama Mystery,7.2,9176,A Soldier's Story (1984),https://www.imdb.com/title/tt0088146/
tt1386683,movie,A Somewhat Gentle Man,En ganske snill mann,0,2010,\N,Comedy Crime Drama,6.9,6696,A Somewhat Gentle Man (2010),https://www.imdb.com/title/tt1386683/
tt0076085,movie,A Special Day,Una giornata particolare,0,1977,\N,Drama,8.1,12331,A Special Day (1977),https://www.imdb.com/title/tt0076085/
tt1517451,movie,A Star Is Born,A Star Is Born,0,2018,\N,Drama Music Romance,7.6,344948,A Star Is Born (2018),https://www.imdb.com/title/tt1517451/
tt3606888,movie,A Street Cat Named Bob,A Street Cat Named Bob,0,2016,\N,Biography Drama Family,7.4,28743,A Street Cat Named Bob (2016),https://www.imdb.com/title/tt3606888/
tt0204932,movie,A Summer Tale,Den bästa sommaren,0,2000,\N,Comedy Drama Family,7.3,3593,A Summer Tale (2000),https://www.imdb.com/title/tt0204932/
tt0115940,movie,A Summer's Tale,Conte d'été,0,1996,\N,Comedy Drama Romance,7.6,6830,A Summer's Tale (1996),https://www.imdb.com/title/tt0115940/
tt10883506,movie,A Sun,Yangguang puzhao,0,2019,\N,Crime Drama,7.6,5907,A Sun (2019),https://www.imdb.com/title/tt10883506/
tt0097106,movie,A Tale of Springtime,Conte de printemps,0,1990,\N,Comedy Drama Romance,7.2,3928,A Tale of Springtime (1990),https://www.imdb.com/title/tt0097106/
tt9418878,movie,A Tale of Three Sisters,Kiz Kardesler,0,2019,\N,Drama,7.5,2887,A Tale of Three Sisters (2019),https://www.imdb.com/title/tt9418878/
tt0365376,movie,A Tale of Two Sisters,"Janghwa, Hongryeon",0,2003,\N,Drama Horror Mystery,7.2,57792,A Tale of Two Sisters (2003),https://www.imdb.com/title/tt0365376/
tt0104008,movie,A Tale of Winter,Conte d'hiver,0,1992,\N,Drama,7.3,4354,A Tale of Winter (1992),https://www.imdb.com/title/tt0104008/
tt0055506,movie,A Taste of Honey,A Taste of Honey,0,1961,\N,Drama,7.5,5087,A Taste of Honey (1961),https://www.imdb.com/title/tt0055506/
tt6878038,movie,A Taxi Driver,Taeksi woonjunsa,0,2017,\N,Action Drama History,7.9,17797,A Taxi Driver (2017),https://www.imdb.com/title/tt6878038/
tt10680614,tvMiniSeries,A Teacher,A Teacher,0,2020,2020,Drama,6.9,9121,A Teacher (2020),https://www.imdb.com/title/tt10680614/
tt0059798,movie,A Thousand Clowns,A Thousand Clowns,0,1965,\N,Comedy Drama Romance,7.4,3216,A Thousand Clowns (1965),https://www.imdb.com/title/tt0059798/
tt0084780,movie,A Tight Spot,Tesna koza,0,1982,\N,Comedy,8.2,3065,A Tight Spot (1982),https://www.imdb.com/title/tt0084780/
tt0259072,movie,A Time for Drunken Horses,Zamani barayé masti asbha,0,2000,\N,Drama War,7.7,7652,A Time for Drunken Horses (2000),https://www.imdb.com/title/tt0259072/
tt0117913,movie,A Time to Kill,A Time to Kill,0,1996,\N,Crime Drama Thriller,7.5,136366,A Time to Kill (1996),https://www.imdb.com/title/tt0117913/
tt0090185,movie,A Time to Live and a Time to Die,Tóngnián wangshì,0,1985,\N,Biography Drama,7.7,2590,A Time to Live and a Time to Die (1985),https://www.imdb.com/title/tt0090185/
tt0070819,movie,A Touch of Class,A Touch of Class,0,1973,\N,Comedy Romance,6.5,2864,A Touch of Class (1973),https://www.imdb.com/title/tt0070819/
tt2240991,tvSeries,A Touch of Cloth,A Touch of Cloth,0,2012,2014,Action Comedy Crime,8.0,3541,A Touch of Cloth (2012–2014),https://www.imdb.com/title/tt2240991/
tt0108967,tvSeries,A Touch of Frost,A Touch of Frost,0,1992,2010,Crime Drama Mystery,7.8,6562,A Touch of Frost (1992–2010),https://www.imdb.com/title/tt0108967/
tt2852400,movie,A Touch of Sin,Tian zhu ding,0,2013,\N,Action Drama,7.1,10638,A Touch of Sin (2013),https://www.imdb.com/title/tt2852400/
tt0378897,movie,A Touch of Spice,Politiki kouzina,0,2003,\N,Comedy Drama,7.5,13586,A Touch of Spice (2003),https://www.imdb.com/title/tt0378897/
tt0064451,movie,A Touch of Zen,Xia nü,0,1971,\N,Action Adventure Drama,7.6,5605,A Touch of Zen (1971),https://www.imdb.com/title/tt0064451/
tt1433540,movie,A Town Called Panic,Panique au village,0,2009,\N,Adventure Animation Comedy,7.5,7694,A Town Called Panic (2009),https://www.imdb.com/title/tt1433540/
tt6792282,movie,A Twelve-Year Night,La noche de 12 años,0,2018,\N,Biography Crime Drama,7.5,8863,A Twelve-Year Night (2018),https://www.imdb.com/title/tt6792282/
tt3387266,movie,A United Kingdom,A United Kingdom,0,2016,\N,Biography Drama History,6.9,14985,A United Kingdom (2016),https://www.imdb.com/title/tt3387266/
tt6938856,tvMiniSeries,A Very English Scandal,A Very English Scandal,0,2018,2021,Biography Comedy Crime,7.7,10842,A Very English Scandal (2018–2021),https://www.imdb.com/title/tt6938856/
tt0344510,movie,A Very Long Engagement,Un long dimanche de fiançailles,0,2004,\N,Drama Mystery Romance,7.6,71392,A Very Long Engagement (2004),https://www.imdb.com/title/tt0344510/
tt3131456,tvMovie,A Very Merry Mix-Up,A Very Merry Mix-Up,0,2013,\N,Comedy Drama Family,6.9,3244,A Very Merry Mix-Up (2013– ),https://www.imdb.com/title/tt3131456/
tt2033193,tvMovie,A Very Potter Musical,A Very Potter Musical,0,2009,\N,Comedy Musical,8.9,2822,A Very Potter Musical (2009– ),https://www.imdb.com/title/tt2033193/
tt4367560,tvSeries,A Very Secret Service,Au service de la France,0,2015,2018,Comedy,7.8,2951,A Very Secret Service (2015–2018),https://www.imdb.com/title/tt4367560/
tt0365907,movie,A Walk Among the Tombstones,A Walk Among the Tombstones,0,2014,\N,Action Crime Drama,6.5,114073,A Walk Among the Tombstones (2014),https://www.imdb.com/title/tt0365907/
tt0114887,movie,A Walk in the Clouds,A Walk in the Clouds,0,1995,\N,Drama Romance,6.7,32119,A Walk in the Clouds (1995),https://www.imdb.com/title/tt0114887/
tt1178665,movie,A Walk in the Woods,A Walk in the Woods,0,2015,\N,Adventure Biography Comedy,6.4,25431,A Walk in the Woods (2015),https://www.imdb.com/title/tt1178665/
tt0120613,movie,A Walk on the Moon,A Walk on the Moon,0,1999,\N,Drama Romance,6.6,8036,A Walk on the Moon (1999),https://www.imdb.com/title/tt0120613/
tt0281358,movie,A Walk to Remember,A Walk to Remember,0,2002,\N,Drama Romance,7.3,201504,A Walk to Remember (2002),https://www.imdb.com/title/tt0281358/
tt3830162,movie,A War,Krigen,0,2015,\N,Crime Drama Thriller,7.1,10071,A War (2015),https://www.imdb.com/title/tt3830162/
tt0078481,movie,A Wedding,A Wedding,0,1978,\N,Comedy Drama,7.1,3276,A Wedding (1978),https://www.imdb.com/title/tt0078481/
tt1280558,movie,A Wednesday,A Wednesday,0,2008,\N,Action Crime Drama,8.1,74583,A Wednesday (2008),https://www.imdb.com/title/tt1280558/
tt2315152,movie,A Werewolf Boy,Neuk-dae-so-nyeon,0,2012,\N,Drama Fantasy Romance,7.3,7023,A Werewolf Boy (2012),https://www.imdb.com/title/tt2315152/
tt11958344,movie,A Whisker Away,Nakitai watashi wa neko o kaburu,0,2020,\N,Adventure Animation Family,6.7,6240,A Whisker Away (2020),https://www.imdb.com/title/tt11958344/
tt9801736,movie,"A White, White Day","Hvítur, hvítur dagur",0,2019,\N,Drama,6.7,3745,"A White, White Day (2019)",https://www.imdb.com/title/tt9801736/
tt2861532,movie,A Wolf at the Door,O Lobo Atrás da Porta,0,2013,\N,Crime Drama Thriller,7.4,3561,A Wolf at the Door (2013),https://www.imdb.com/title/tt2861532/
tt0055572,movie,A Woman Is a Woman,Une femme est une femme,0,1961,\N,Comedy Drama Romance,7.5,15850,A Woman Is a Woman (1961),https://www.imdb.com/title/tt0055572/
tt0072417,movie,A Woman Under the Influence,A Woman Under the Influence,0,1974,\N,Drama Romance,8.2,22636,A Woman Under the Influence (1974),https://www.imdb.com/title/tt0072417/
tt1332125,movie,A Woman's Way,Strella,0,2009,\N,Drama,7.3,3724,A Woman's Way (2009),https://www.imdb.com/title/tt1332125/
tt0439884,movie,A World Without Thieves,Tian xia wu zei,0,2004,\N,Action Crime Drama,7.2,4722,A World Without Thieves (2004),https://www.imdb.com/title/tt0439884/
tt2164430,tvSeries,A Young Doctor's Notebook & Other Stories,A Young Doctor's Notebook & Other Stories,0,2012,2013,Comedy Drama,7.9,14881,A Young Doctor's Notebook & Other Stories (2012–2013),https://www.imdb.com/title/tt2164430/
tt0090366,movie,A Zed & Two Noughts,A Zed & Two Noughts,0,1985,\N,Comedy Drama,7.4,6512,A Zed & Two Noughts (1985),https://www.imdb.com/title/tt0090366/
tt3216682,tvSeries,A to Z,A to Z,0,2014,2015,Comedy Romance,6.7,5652,A to Z (2014–2015),https://www.imdb.com/title/tt3216682/
tt1893195,movie,A.C.A.B. - All Cops Are Bastards,A.C.A.B. - All Cops Are Bastards,0,2012,\N,Action Crime Drama,6.6,7337,A.C.A.B. - All Cops Are Bastards (2012),https://www.imdb.com/title/tt1893195/
tt4074084,tvSeries,A.D. The Bible Continues,A.D. The Bible Continues,0,2015,2015,Drama,7.5,4710,A.D. The Bible Continues (2015),https://www.imdb.com/title/tt4074084/
tt0212720,movie,A.I. Artificial Intelligence,A.I. Artificial Intelligence,0,2001,\N,Drama Sci-Fi,7.2,293277,A.I. Artificial Intelligence (2001),https://www.imdb.com/title/tt0212720/
tt6461726,tvSeries,A.P. Bio,A.P. Bio,0,2018,\N,Comedy,7.3,10203,A.P. Bio (2018– ),https://www.imdb.com/title/tt6461726/
tt1286126,movie,A.R.O.G,A.R.O.G,0,2008,\N,Comedy Fantasy Sci-Fi,7.4,38893,A.R.O.G (2008),https://www.imdb.com/title/tt1286126/
tt0075617,movie,ABBA: The Movie,ABBA: The Movie,0,1977,\N,Comedy Drama Music,6.4,3173,ABBA: The Movie (1977),https://www.imdb.com/title/tt0075617/
tt2956300,movie,ABCD: American-Born Confused Desi,ABCD: American-Born Confused Desi,0,2013,\N,Comedy,6.7,2550,ABCD: American-Born Confused Desi (2013),https://www.imdb.com/title/tt2956300/
tt8404094,tvSeries,AJ and the Queen,AJ and the Queen,0,2020,2020,Adventure Comedy Drama,7.5,6829,AJ and the Queen (2020),https://www.imdb.com/title/tt8404094/
tt11651796,movie,AK vs AK,AK vs AK,0,2020,\N,Action Comedy Crime,6.9,12039,AK vs AK (2020),https://www.imdb.com/title/tt11651796/
tt0090390,tvSeries,ALF,ALF,0,1986,1990,Comedy Family Sci-Fi,7.4,32151,ALF (1986–1990),https://www.imdb.com/title/tt0090390/
tt5542294,tvSeries,APB,APB,0,2016,2017,Crime Drama,6.9,6007,APB (2016–2017),https://www.imdb.com/title/tt5542294/
tt5640450,movie,ARQ,ARQ,0,2016,\N,Action Sci-Fi Thriller,6.4,35971,ARQ (2016),https://www.imdb.com/title/tt5640450/
tt1601792,movie,Aa Naluguru,Aa Naluguru,0,2004,\N,Drama,8.6,2817,Aa Naluguru (2004),https://www.imdb.com/title/tt1601792/
tt0278891,movie,Aaahh Belinda,Aaahh Belinda,0,1986,\N,Comedy Fantasy,7.8,2699,Aaahh Belinda (1986),https://www.imdb.com/title/tt0278891/
tt0108684,tvSeries,Aaahh!!! Real Monsters,Aaahh!!! Real Monsters,0,1994,1997,Animation Family Horror,7.2,10610,Aaahh!!! Real Monsters (1994–1997),https://www.imdb.com/title/tt0108684/
tt1821317,movie,Aadukalam,Aadukalam,0,2011,\N,Action Drama Sport,8.1,5066,Aadukalam (2011),https://www.imdb.com/title/tt1821317/
tt1708453,movie,Aakrosh,Aakrosh,0,2010,\N,Action Crime Thriller,7.0,3437,Aakrosh (2010),https://www.imdb.com/title/tt1708453/
tt0405629,movie,Aaltra,Aaltra,0,2004,\N,Comedy Drama,7.0,2754,Aaltra (2004),https://www.imdb.com/title/tt0405629/
tt1241195,movie,Aamir,Aamir,0,2008,\N,Action Crime Drama,7.7,10779,Aamir (2008),https://www.imdb.com/title/tt1241195/
tt0306434,movie,Aankhen,Aankhen,0,2002,\N,Crime Drama Thriller,7.4,12467,Aankhen (2002),https://www.imdb.com/title/tt0306434/
tt3983266,movie,Aanmodderfakker,Aanmodderfakker,0,2014,\N,Comedy Romance,6.8,2668,Aanmodderfakker (2014),https://www.imdb.com/title/tt3983266/
tt0355169,movie,Aaram Thamburan,Aaram Thamburan,0,1997,\N,Action Drama,8.0,3243,Aaram Thamburan (1997),https://www.imdb.com/title/tt0355169/
tt1496729,movie,Aaranya Kaandam,Aaranya Kaandam,0,2010,\N,Action Crime Thriller,8.6,3962,Aaranya Kaandam (2010),https://www.imdb.com/title/tt1496729/
tt12448030,tvSeries,Aarya,Aarya,0,2020,\N,Crime Drama Thriller,7.9,9021,Aarya (2020– ),https://www.imdb.com/title/tt12448030/
tt2203308,movie,Aashiqui 2,Aashiqui 2,0,2013,\N,Drama Music Musical,7.0,27066,Aashiqui 2 (2013),https://www.imdb.com/title/tt2203308/
tt12805346,tvSeries,Aashram,Aashram,0,2020,2020,Crime Drama Mystery,7.7,20770,Aashram (2020),https://www.imdb.com/title/tt12805346/
tt0402014,movie,Ab Tak Chhappan,Ab Tak Chhappan,0,2004,\N,Action Crime Drama,7.8,8303,Ab Tak Chhappan (2004),https://www.imdb.com/title/tt0402014/
tt5952382,movie,Abacus: Small Enough to Jail,Abacus: Small Enough to Jail,0,2016,\N,Documentary,7.2,2692,Abacus: Small Enough to Jail (2016),https://www.imdb.com/title/tt5952382/
tt0263208,movie,Abbas in Flower,Çiçek Abbas,0,1982,\N,Comedy Drama Romance,8.1,9698,Abbas in Flower (1982),https://www.imdb.com/title/tt0263208/
tt3444312,movie,Abducted in Plain Sight,Abducted in Plain Sight,0,2017,\N,Crime Documentary,6.8,16543,Abducted in Plain Sight (2017),https://www.imdb.com/title/tt3444312/
tt0168446,movie,Aberdeen,Aberdeen,0,2000,\N,Drama,7.2,3082,Aberdeen (2000),https://www.imdb.com/title/tt0168446/
tt9778022,tvSeries,Abhay,Abhay,0,2019,\N,Crime Thriller,8.0,6408,Abhay (2019– ),https://www.imdb.com/title/tt9778022/
